,token,pos,lemma_gold,lemma_pred
260991,M-Business,NOUN,Business,M-Business
260993,E-Business,NOUN,Business,E-Business
260994,stärker,ADJ,stark,stärker
261000,Aktivitäten,NOUN,Aktivität,Aktivitäten
261001,besser,ADJ,gut,besser
261006,Für,ADP,für,Für
261008,Millionen,NOUN,Million,Millionen
261009,US-Dollar,NOUN,Dollar,US-Dollar
261010,erhält,VERB,erhalten,erhält
261012,kalifornische,ADJ,kalifornisch,kalifornische
261013,Finanzgruppe,NOUN,Gruppe,Finanzgruppe
261017,E-Business-Bereich,NOUN,Bereich,E-Business-Bereich
261023,Namen,NOUN,Name,Namen
261026,wird,AUX,werden,wird
261029,anderem,PRON,ander,anderem
261032,Datenbanksystem,NOUN,System,Datenbanksystem
261041,4GL-Entwicklungsumgebung,NOUN,Umgebung,4GL-Entwicklungsumgebung
261046,verschiedene,ADJ,verscheiden,verschiedene
261047,Connectivity-Lösungen,NOUN,Lösung,Connectivity-Lösungen
261048,enthält,VERB,enthalten,enthält
261050,Außerdem,ADV,außerdem,Außerdem
261053,meisten,ADJ,meist,meisten
261054,Europäischen,ADJ,europäisch,Europäischen
261055,Niederlassungen,NOUN,Niederlassung,Niederlassungen
261060,neuen,ADJ,neu,neuen
261065,Münchner,ADJ,münchner,Münchner
261067,soll,AUX,sollen,soll
261070,Hauptquartier,NOUN,Quartier,Hauptquartier
261075,Mittleren,ADJ,mittlere,Mittleren
261079,ausgebaut,VERB,ausbauen,ausgebaut
261082,Der,DET,der,Der
261086,wird,AUX,werden,wird
261089,Worten,NOUN,Wort,Worten
261096,nächsten,ADJ,nah,nächsten
261097,Wochen,NOUN,Woche,Wochen
261099,neuen,ADJ,neu,neuen
261100,Namen,NOUN,Name,Namen
261107,Weiterentwicklung,NOUN,Entwicklung,Weiterentwicklung
261109,Produkte,NOUN,Produkt,Produkte
261116,Datenbanken,NOUN,Datenbank,Datenbanken
261122,mobile,ADJ,mobil,mobile
261123,Geräte,NOUN,Gerät,Geräte
261129,Jahren,NOUN,Jahr,Jahren
261130,übernommene,ADJ,übernehmen,übernommene
261136,Die,DET,die,Die
261142,diesen,DET,dies,diesen
261146,aufgenommen,VERB,aufnehmen,aufgenommen
261148,Der,DET,der,Der
261149,Aktienkurs,NOUN,Kurs,Aktienkurs
261154,Millionen,NOUN,Million,Millionen
261155,US-Dollar,NOUN,Dollar,US-Dollar
261157,Unternehmens,NOUN,Unternehmen,Unternehmens
261158,stieg,VERB,steigen,stieg
261163,Transaktion,NOUN,Aktion,Transaktion
261171,will,AUX,wollen,will
261178,verstärkt,ADJ,verstärken,verstärkt
261186,Dazu,ADV,dazu,Dazu
261187,sei,AUX,sein,sei
261189,anderem,PRON,ander,anderem
261190,geplant,VERB,planen,geplant
261192,Studenten,NOUN,Student,Studenten
261194,Professoren,NOUN,Professor,Professoren
261196,spezielle,ADJ,speziell,spezielle
261199,neuen,ADJ,neu,neuen
261200,Entwicklungsumgebung,NOUN,Umgebung,Entwicklungsumgebung
261204,anzubieten,VERB,anbieten,anzubieten
261206,Vom,ADP,vom,Vom
261207,Funktionsumfang,NOUN,Umfang,Funktionsumfang
261208,soll,AUX,sollen,soll
261213,kommerziellen,ADJ,kommerziell,kommerziellen
261214,Professional-Ausgabe,NOUN,Ausgabe,Professional-Ausgabe
261220,Programmiersprachen,NOUN,Sprache,Programmiersprachen
261227,Tools,NOUN,Tool,Tools
261231,dynamischen,ADJ,dynamisch,dynamischen
261232,WWW-Seiten,NOUN,Seite,WWW-Seiten
261237,Web-Services,NOUN,Service,Web-Services
261240,Zudem,ADV,zudem,Zudem
261241,soll,AUX,sollen,soll
261243,spezielle,ADJ,speziell,spezielle
261244,Werkzeuge,NOUN,Werkzeug,Werkzeuge
261249,Professoren,NOUN,Professor,Professoren
261250,ihre,PRON,sein,ihre
261251,Kurse,NOUN,Kurs,Kurse
261254,ihren,PRON,sein,ihren
261255,Studenten,NOUN,Student,Studenten
261257,Online-Zugriff,NOUN,Zugriff,Online-Zugriff
261259,Lehrmaterial,NOUN,Material,Lehrmaterial
261265,Wizards,NOUN,unknown,Wizards
261267,Beispielcode,NOUN,Code,Beispielcode
261268,seien,AUX,sein,seien
261269,erweitert,ADJ,erweitern,erweitert
261274,Bedürfnisse,NOUN,Bedürfnis,Bedürfnisse
261276,Studenten,NOUN,Student,Studenten
261277,angepasst,VERB,anpassen,angepasst
261278,worden,AUX,werden,worden
261280,Ob,SCONJ,ob,Ob
261284,Konditionen,NOUN,Kondition,Konditionen
261291,wird,AUX,werden,wird
261293,konnte,AUX,können,konnte
261294,Microsoft-Pressesprecher,NOUN,Sprecher,Microsoft-Pressesprecher
261302,genauer,ADJ,genau,genauer
261305,Er,PRON,er,Er
261306,gehe,VERB,gehen,gehe
261315,deutsche,ADJ,deutsch,deutsche
261316,Universitäten,NOUN,Universität,Universitäten
261319,werde,AUX,werden,werde
261321,Ab,ADP,ab,Ab
261323,steht,VERB,stehen,steht
261329,kostenlosen,ADJ,kostenlos,kostenlosen
261333,Hinter,ADP,hinter,Hinter
261335,Namen,NOUN,Name,Namen
261337,verbirgt,VERB,verbergen,verbirgt
261340,Linux-Variante,NOUN,Variante,Linux-Variante
261343,Pascal-Entwicklungsumgebung,NOUN,Umgebung,Pascal-Entwicklungsumgebung
261346,Die,DET,die,Die
261349,ist,AUX,sein,ist
261351,Funktionsumfang,NOUN,Umfang,Funktionsumfang
261354,kommerziellen,ADJ,kommerziell,kommerziellen
261355,Versionen,NOUN,Version,Versionen
261356,eingeschränkt,VERB,einschränken,eingeschränkt
261358,Die,DET,die,Die
261359,Lizenzbedingungen,NOUN,Bedingung,Lizenzbedingungen
261361,Entwicklern,NOUN,Entwickler,Entwicklern
261368,ihre,PRON,sein,ihre
261370,erzeugten,ADJ,erzeugen,erzeugten
261371,Produkte,NOUN,Produkt,Produkte
261386,anderem,PRON,ander,anderem
261390,Quelltextes,NOUN,Text,Quelltextes
261391,fordert,VERB,fordern,fordert
261393,Wer,PRON,wer,Wer
261395,Entwicklungsumgebung,NOUN,Umgebung,Entwicklungsumgebung
261397,möchte,AUX,mögen,möchte
261399,muss,AUX,müssen,muss
261418,Zum,ADP,zum,Zum
261421,Programms,NOUN,Programm,Programms
261422,ist,AUX,sein,ist
261424,Aktivierungsschlüssel,NOUN,Schlüssel,Aktivierungsschlüssel
261430,erfolgreicher,ADJ,erfolgreich,erfolgreicher
261434,zugeschickt,ADJ,zuschicken,zugeschickt
261435,bekommt,VERB,bekommen,bekommt
261437,Dabei,ADV,dabei,Dabei
261438,ist,AUX,sein,ist
261441,angesagt,VERB,ansagen,angesagt
261443,Die,DET,die,Die
261444,Borland-Server,NOUN,Server,Borland-Server
261453,veröffentlichten,ADJ,veröffentlichen,veröffentlichten
261454,Testversionen,NOUN,Version,Testversionen
261462,verdaut,VERB,verdauen,verdaut
261464,Auf,ADP,auf,Auf
261466,Download-Seite,NOUN,Seite,Download-Seite
261467,weist,VERB,weisen,weist
261476,Zusendung,NOUN,Sendung,Zusendung
261482,Stunden,NOUN,Stunde,Stunden
261484,kann,AUX,können,kann
261487,will,AUX,wollen,will
261489,dieser,DET,dies,dieser
261492,Beta-Version,NOUN,Version,Beta-Version
261494,JDBC-Treibers,NOUN,Treiber,JDBC-Treibers
261502,Der,DET,der,Der
261503,Typ-4-Treiber,NOUN,Treiber,Typ-4-Treiber
261504,soll,AUX,sollen,soll
261506,JDK-Versionen,NOUN,Version,JDK-Versionen
261514,Die,DET,die,Die
261516,kommt,VERB,kommen,kommt
261518,überraschend,ADJ,überraschen,überraschend
261523,seinen,PRON,sein,seinen
261524,sonstigen,ADJ,sonstige,sonstigen
261525,Produkten,NOUN,Produkt,Produkten
261528,Java-Unterstützung,NOUN,Unterstützung,Java-Unterstützung
261529,verzichtet,VERB,verzichten,verzichtet
261531,Der,DET,der,Der
261537,kommenden,ADJ,kommen,kommenden
261542,soll,AUX,sollen,soll
261544,ist,AUX,sein,ist
261547,keine,DET,kein,keine
261548,Eigenentwicklung,NOUN,Entwicklung,Eigenentwicklung
261553,wurde,AUX,werden,wurde
261557,entwickelt,VERB,entwickeln,entwickelt
261562,lizenziert,VERB,lizenzieren,lizenziert
261564,Das,DET,das,Das
261568,Herstellers,NOUN,Hersteller,Herstellers
261570,dient,VERB,dienen,dient
261574,Ausführungsgeschwindigkeit,NOUN,Geschwindigkeit,Ausführungsgeschwindigkeit
261578,geschriebenen,ADJ,schreiben,geschriebenen
261579,CGI-Skripten,NOUN,unknown,CGI-Skripten
261581,Windows-basierten,ADJ,basieren,Windows-basierten
261582,Webservern,NOUN,Server,Webservern
261586,Mit,ADP,mit,Mit
261589,erschienenen,ADJ,erscheinen,erschienenen
261597,genannte,ADJ,nennen,genannte
261604,Diese,DET,dies,Diese
261605,Module,NOUN,Modul,Module
261607,Funktionen,NOUN,Funktion,Funktionen
261609,Anwendungen,NOUN,Anwendung,Anwendungen
261626,Das,DET,das,Das
261628,eingesetzte,ADJ,einsetzen,eingesetzte
261636,ist,AUX,sein,ist
261638,eines,PRON,ein,eines
261640,Kernelemente,NOUN,Element,Kernelemente
261643,.NET-Plattform,NOUN,Plattform,.NET-Plattform
261646,ONE-Umgebung,NOUN,Umgebung,ONE-Umgebung
261648,ähnlicher,ADJ,ähnlich,ähnlicher
261649,Frameworks,NOUN,Ork,Frameworks
261653,ist,AUX,sein,ist
261658,US-Dollar,NOUN,Dollar,US-Dollar
261663,läuft,VERB,laufen,läuft
261666,Web-Servern,NOUN,Server,Web-Servern
261679,Das,DET,das,Das
261683,Vorgängerversion,NOUN,Version,Vorgängerversion
261686,7-Tage-Testversion,NOUN,Version,7-Tage-Testversion
261687,sind,AUX,sein,sind
261690,Das,DET,das,Das
261691,C++-Toolkit,NOUN,unknown,C++-Toolkit
261694,norwegischen,ADJ,norwegisch,norwegischen
261695,Softwarehauses,NOUN,Haus,Softwarehauses
261697,steht,VERB,stehen,steht
261701,Windows-Programmierern,NOUN,Programmierer,Windows-Programmierern
261704,Anwendungen,NOUN,Anwendung,Anwendungen
261709,Bislang,ADV,bislang,Bislang
261710,gab,VERB,geben,gab
261713,freie,ADJ,frei,freie
261717,GUI-Entwicklungen,NOUN,Entwicklung,GUI-Entwicklungen
261721,Wer,PRON,wer,Wer
261727,wollte,AUX,wollen,wollte
261729,wurde,AUX,werden,wurde
261732,gebeten,VERB,bitten,gebeten
261734,Zumindest,ADV,zumindest,Zumindest
261735,Anwendungen,NOUN,Anwendung,Anwendungen
261757,Allerdings,ADV,allerdings,Allerdings
261760,Lizenzbedingungen,NOUN,Bedingung,Lizenzbedingungen
261766,Quelltext,NOUN,Text,Quelltext
261767,seiner,PRON,sein,seiner
261768,Erzeugnisse,NOUN,Erzeugnis,Erzeugnisse
261770,legt,VERB,legen,legt
261772,Wer,PRON,wer,Wer
261777,großen,ADJ,groß,großen
261779,scheut,VERB,scheuen,scheut
261781,kann,AUX,können,kann
261793,kommenden,ADJ,kommen,kommenden
261797,Kioske,NOUN,Kiosk,Kioske
261798,kommt,VERB,kommen,kommt
261800,Die,DET,die,Die
261810,befindet,VERB,befinden,befindet
261818,nähere,ADJ,nah,nähere
261819,Informationen,NOUN,Information,Informationen
261829,derselben,DET,derselbe,derselben
261832,Der,DET,der,Der
261833,amerikanische,ADJ,amerikanisch,amerikanische
261834,News-Dienst,NOUN,Dienst,News-Dienst
261837,berichtet,VERB,berichten,berichtet
261839,Plänen,NOUN,Plan,Plänen
261842,Teile,NOUN,Teil,Teile
261846,enthaltenen,ADJ,enthalten,enthaltenen
261858,ECMAscript-Compiler,NOUN,Compiler,ECMAscript-Compiler
261866,Diese,PRON,diese,Diese
261867,soll,AUX,sollen,soll
261869,Programmierern,NOUN,Programmierer,Programmierern
261873,Quelltext,NOUN,Text,Quelltext
261877,Teile,NOUN,Teil,Teile
261879,eigenen,ADJ,eigen,eigenen
261880,Entwicklungen,NOUN,Entwicklung,Entwicklungen
261884,Der,DET,der,Der
261885,Nachrichtendienst,NOUN,Dienst,Nachrichtendienst
261886,zitiert,VERB,zitieren,zitiert
261892,Programm-Manager,NOUN,Manager,Programm-Manager
261899,ankündigt,VERB,ankündigen,ankündigt
261903,werde,AUX,werden,werde
261912,Portierungen,NOUN,unknown,Portierungen
261913,bestimmter,ADJ,bestimmen,bestimmter
261914,.NET-Bestandteile,NOUN,Bestandteil,.NET-Bestandteile
261922,habe,AUX,haben,habe
261926,Portierung,NOUN,unknown,Portierung
261929,beauftragt,VERB,beauftragen,beauftragt
261931,In,ADP,in,In
261932,verschiedenen,ADJ,verscheiden,verschiedenen
261933,Ankündigungen,NOUN,Ankündigung,Ankündigungen
261936,hat,AUX,haben,hat
261940,betont,VERB,betonen,betont
261943,Programmiersprache,NOUN,Sprache,Programmiersprache
261952,Java-VM,NOUN,unknown,Java-VM
261953,vergleichbare,ADJ,vergleichbar,vergleichbare
261954,Laufzeitumgebung,NOUN,Umgebung,Laufzeitumgebung
261956,seien,AUX,sein,seien
261961,gebunden,VERB,binden,gebunden
261963,Die,DET,die,Die
261970,ECMA,NOUN,unknown,ECMA
261973,eingereicht,VERB,einreichen,eingereicht
261976,Implementierungen,NOUN,Implementierung,Implementierungen
261977,anderer,ADJ,ander,anderer
261982,Bisher,ADV,bisher,Bisher
261983,war,AUX,sein,war
261989,Programmierschnittstellen,NOUN,Stelle,Programmierschnittstellen
261994,offenen,ADJ,offen,offenen
261995,Beispielimplementierung,NOUN,Implementierung,Beispielimplementierung
262001,Antiviren-Software,NOUN,Software,Antiviren-Software
262005,Nach,ADP,nach,Nach
262006,Angaben,NOUN,Angabe,Angaben
262008,Softwarehauses,NOUN,Haus,Softwarehauses
262010,sind,AUX,sein,sind
262013,ersten,ADJ,NULL,ersten
262015,diesen,DET,dies,diesen
262016,Jahres,NOUN,Jahr,Jahres
262018,neue,ADJ,neu,neue
262019,Viren,NOUN,Virus,Viren
262020,aufgetaucht,VERB,auftauchen,aufgetaucht
262024,spricht,VERB,sprechen,spricht
262027,dramatischen,ADJ,dramatisch,dramatischen
262030,Computerviren,NOUN,Virus,Computerviren
262032,Durch,ADP,durch,Durch
262035,stärkere,ADJ,stark,stärkere
262041,Viren,NOUN,Virus,Viren
262042,keine,DET,kein,keine
262043,geographischen,ADJ,geographisch,geographischen
262044,Grenzen,NOUN,Grenze,Grenzen
262051,wenigen,ADJ,wenig,wenigen
262052,Stunden,NOUN,Stunde,Stunden
262055,ganzen,ADJ,ganz,ganzen
262059,Das,PRON,das,Das
262060,zeigt,VERB,zeigen,zeigt
262066,aktuellen,ADJ,aktuell,aktuellen
262067,Top-Ten-Listen,NOUN,Liste,Top-Ten-Listen
262070,Viren,NOUN,Virus,Viren
262072,Es,PRON,es,Es
262073,gibt,VERB,geben,gibt
262076,regionale,ADJ,regional,regionale
262077,Unterschiede,NOUN,Unterschied,Unterschiede
262079,Dabei,ADV,dabei,Dabei
262085,Viren,NOUN,Virus,Viren
262087,größten,ADJ,groß,größten
262095,Medien,NOUN,Medium,Medien
262097,häufigsten,ADJ,häufig,häufigsten
262098,berichtet,VERB,berichten,berichtet
262099,wird,AUX,werden,wird
262101,So,ADV,so,So
262102,sieht,VERB,sehen,sieht
262103,Sophos,NOUN,unknown,Sophos
262106,erste,ADJ,NULL,erste
262119,gefolgt,VERB,folgen,gefolgt
262124,dieses,DET,dies,dieses
262125,Jahres,NOUN,Jahr,Jahres
262126,bekannten,ADJ,bekannt,bekannten
262127,Homepage-Virus,NOUN,Virus,Homepage-Virus
262136,infizierten,ADJ,infizieren,infizierten
262137,Rechnern,NOUN,Rechner,Rechnern
262139,anderem,PRON,ander,anderem
262141,Backdoor,NOUN,unknown,Backdoor
262142,einrichtet,VERB,einrichten,einrichtet
262145,aktuelle,ADJ,aktuell,aktuelle
262147,Viren-Hitliste,NOUN,Liste,Viren-Hitliste
262149,führt,VERB,führen,führt
262151,Win32-Wurm,NOUN,Wurm,Win32-Wurm
262157,Plätzen,NOUN,Platz,Plätzen
262159,Magistr,NOUN,unknown,Magistr
262162,E-Mail-Wurm,NOUN,Wurm,E-Mail-Wurm
262172,treibt,VERB,treiben,treibt
262178,verbreitet,VERB,verbreiten,verbreitet
262180,Dadurch,ADV,dadurch,Dadurch
262185,aktuellen,ADJ,aktuell,aktuellen
262186,Viren,NOUN,Virus,Viren
262188,allem,PRON,all,allem
262195,wird,AUX,werden,wird
262199,wirksamen,ADJ,wirksam,wirksamen
262200,Virenschutzes,NOUN,Schutz,Virenschutzes
262202,größer,ADJ,groß,größer
262204,Selbst,ADV,selbst,Selbst
262206,Nachrichten,NOUN,Nachricht,Nachrichten
262208,bekannten,ADJ,bekannt,bekannten
262209,Absendern,NOUN,Absender,Absendern
262210,kann,AUX,können,kann
262221,keinen,DET,kein,keinen
262223,enthält,VERB,enthalten,enthält
262225,Wer,PRON,wer,Wer
262229,will,AUX,wollen,will
262231,sollte,AUX,sollen,sollte
262232,E-Mail-Anhänge,NOUN,Anhang,E-Mail-Anhänge
262243,kann,AUX,können,kann
262246,Daten,NOUN,Datum,Daten
262249,eigenen,ADJ,eigen,eigenen
262256,aktuellen,ADJ,aktuell,aktuellen
262257,SirCam-Virus,NOUN,Virus,SirCam-Virus
262259,vertrauliche,ADJ,vertraulich,vertrauliche
262260,Daten,NOUN,Datum,Daten
262265,erhebliche,ADJ,erheblich,erhebliche
262266,Schäden,NOUN,Schaden,Schäden
262268,fremden,ADJ,fremd,fremden
262269,Systemen,NOUN,System,Systemen
262272,Weitere,ADJ,weit,Weitere
262273,Informationen,NOUN,Information,Informationen
262281,Virenangriffen,NOUN,Angriff,Virenangriffen
262285,enthält,VERB,enthalten,enthält
262287,c't-Anti-Viren-Seite,NOUN,Seite,c't-Anti-Viren-Seite
262289,Die,DET,die,Die
262290,neue,ADJ,neu,neue
262291,Cheetah,NOUN,unknown,Cheetah
262293,36LP,NOUN,unknown,36LP
262294,ist,AUX,sein,ist
262296,Angaben,NOUN,Angabe,Angaben
262297,ihres,PRON,sein,ihres
262298,Herstellers,NOUN,Hersteller,Herstellers
262302,schnellste,ADJ,schnell,schnellste
262307,Mit,ADP,mit,Mit
262309,Umdrehungen,NOUN,Umdrehung,Umdrehungen
262314,mittleren,ADJ,mittlere,mittleren
262315,Zugriffszeit,NOUN,Zeit,Zugriffszeit
262318,Millisekunden,NOUN,Sekunde,Millisekunden
262319,soll,AUX,sollen,soll
262325,Daten,NOUN,Datum,Daten
262331,Der,DET,der,Der
262332,empfohlene,ADJ,empfehlen,empfohlene
262333,Verkaufspreis,NOUN,Preis,Verkaufspreis
262336,"36,7-GByte-Platte",NOUN,Platte,"36,7-GByte-Platte"
262338,Ultra160-SCSI-Schnittstelle,NOUN,Stelle,Ultra160-SCSI-Schnittstelle
262339,beträgt,VERB,betragen,beträgt
262341,US-Dollar,NOUN,Dollar,US-Dollar
262343,Als,CCONJ,als,Als
262344,erster,ADJ,NULL,erster
262345,Computerhersteller,NOUN,Hersteller,Computerhersteller
262346,will,AUX,wollen,will
262349,Cheetah,NOUN,unknown,Cheetah
262351,36LP,NOUN,unknown,36LP
262353,seinen,PRON,sein,seinen
262354,ProLiant-Servern,NOUN,Server,ProLiant-Servern
262356,AlphaServer-Systemen,NOUN,System,AlphaServer-Systemen
262359,Enterprise-Storage-Lösungen,NOUN,Lösung,Enterprise-Storage-Lösungen
262362,Nachdem,SCONJ,nachdem,Nachdem
262365,seiner,PRON,sein,seiner
262366,Entwicklerkonferenz,NOUN,Konferenz,Entwicklerkonferenz
262369,vergangenen,ADJ,vergehen,vergangenen
262372,neue,ADJ,neu,neue
262375,Programmierumgebung,NOUN,Umgebung,Programmierumgebung
262377,vorgestellt,VERB,vorstellen,vorgestellt
262378,hat,AUX,haben,hat
262380,sind,AUX,sein,sind
262382,Preise,NOUN,Preis,Preise
262386,deutsche,ADJ,deutsch,deutsche
262387,Kunden,NOUN,Kunde,Kunden
262389,geworden,AUX,werden,geworden
262393,kann,AUX,können,kann
262396,bestellt,VERB,bestellen,bestellt
262399,wird,AUX,werden,wird
262404,Versionen,NOUN,Version,Versionen
262419,ausgeliefert,VERB,ausliefern,ausgeliefert
262421,Für,ADP,für,Für
262422,Kunden,NOUN,Kunde,Kunden
262427,Vorläuferversion,NOUN,Version,Vorläuferversion
262430,gibt,VERB,geben,gibt
262432,spezielle,ADJ,speziell,spezielle
262433,Update-Angebote,NOUN,Angebot,Update-Angebote
262437,enthält,VERB,enthalten,enthält
262439,Angaben,NOUN,Angabe,Angaben
262441,Herstellers,NOUN,Hersteller,Herstellers
262443,allem,PRON,all,allem
262444,neue,ADJ,neu,neue
262445,Ausstattungsmerkmale,NOUN,Merkmal,Ausstattungsmerkmale
262449,Internet-Anwendungen,NOUN,Anwendung,Internet-Anwendungen
262451,So,ADV,so,So
262452,unterstütze,VERB,unterstützen,unterstütze
262464,neueste,ADJ,neu,neueste
262473,Außerdem,ADV,außerdem,Außerdem
262474,seien,AUX,sein,seien
262476,Möglichkeiten,NOUN,Möglichkeit,Möglichkeiten
262478,Debuggen,NOUN,unknown,Debuggen
262479,verteilter,ADJ,verteilen,verteilter
262480,Applikationen,NOUN,Applikation,Applikationen
262481,verbessert,VERB,verbessern,verbessert
262482,worden,AUX,werden,worden
262484,Windows,X,windows,Windows
262488,bietet,VERB,bieten,bietet
262490,US-Version,NOUN,Version,US-Version
262503,Sie,PRON,sie,Sie
262504,liegt,VERB,liegen,liegt
262507,Versionen,NOUN,Version,Versionen
262511,Alpha-Prozessoren,NOUN,Prozessor,Alpha-Prozessoren
262516,128-Bit-Verschlüsselung,NOUN,Verschlüsselung,128-Bit-Verschlüsselung
262519,Internationale,ADJ,international,Internationale
262520,Ausgaben,NOUN,Ausgabe,Ausgaben
262525,angeboten,VERB,anbieten,angeboten
262528,Pressestelle,NOUN,Stelle,Pressestelle
262532,konnte,AUX,können,konnte
262535,keinen,DET,kein,keinen
262541,deutschen,ADJ,deutsch,deutschen
262545,Vor,ADP,vor,Vor
262551,großen,ADJ,groß,großen
262553,sollten,AUX,sollen,sollten
262554,Interessierte,NOUN,Interessiert,Interessierte
262559,Readme,NOUN,unknown,Readme
262564,korrigierten,ADJ,korrigieren,korrigierten
262568,Vielmehr,ADV,vielmehr,Vielmehr
262569,sei,AUX,sein,sei
262574,Fehlerkorrekturen,NOUN,Korrektur,Fehlerkorrekturen
262582,vorheriger,ADJ,vorherig,vorheriger
262587,könne,AUX,können,könne
262589,Korrigiert,VERB,korrigieren,Korrigiert
262592,einigen,DET,einig,einigen
262595,Euro-Mängeln,NOUN,Mangel,Euro-Mängeln
262597,allem,PRON,all,allem
262605,Den,DET,den,Den
262606,allerneuesten,ADJ,NULL,allerneuesten
262609,Erkenntnisse,NOUN,Erkenntnis,Erkenntnisse
262611,Bugs,NOUN,Bug,Bugs
262615,stellt,VERB,stellen,stellt
262616,dieses,DET,dies,dieses
262624,Schon,ADV,schon,Schon
262627,Wochen,NOUN,Woche,Wochen
262628,gibt,VERB,geben,gibt
262630,einige,DET,einig,einige
262631,Hotfixes,NOUN,unknown,Hotfixes
262636,dessen,DET,deren,dessen
262639,sollte,AUX,sollen,sollte
262641,Neun,NUM,neun,Neun
262642,Monate,NOUN,Monat,Monate
262650,läßt,VERB,lassen,läßt
262652,kalifornische,ADJ,kalifornisch,kalifornische
262653,Softwareschmiede,NOUN,Schmiede,Softwareschmiede
262654,ihren,PRON,sein,ihren
262655,alten,ADJ,alt,alten
262656,Namen,NOUN,Name,Namen
262658,neuen,ADJ,neu,neuen
262659,Ehren,NOUN,Ehre,Ehren
262662,Entwicklerprodukte,NOUN,Produkt,Entwicklerprodukte
262678,gegründeten,ADJ,gründen,gegründeten
262682,vertrieben,VERB,vertreiben,vertrieben
262685,Die,DET,die,Die
262686,gleichnamige,ADJ,gleichnamig,gleichnamige
262687,Web-Site,NOUN,Site,Web-Site
262688,will,AUX,wollen,will
262692,Ersten,ADJ,NULL,Ersten
262698,Diese,DET,dies,Diese
262699,Neustrukturierung,NOUN,Strukturierung,Neustrukturierung
262700,wird,AUX,werden,wird
262701,jeden,DET,jede,jeden
262702,fünften,ADJ,fünfte,fünften
262703,Inprise-Mitarbeiter,NOUN,Mitarbeiter,Inprise-Mitarbeiter
262705,Arbeitsplatz,NOUN,Platz,Arbeitsplatz
262708,Rechnet,VERB,rechnen,Rechnet
262710,einmalige,ADJ,einmalig,einmalige
262711,Gewinne,NOUN,Gewinn,Gewinne
262713,Verluste,NOUN,Verlust,Verluste
262717,Grundstücksgeschäfte,NOUN,Geschäft,Grundstücksgeschäfte
262720,hat,AUX,haben,hat
262723,letzten,ADJ,NULL,letzten
262731,erwirtschaftet,VERB,erwirtschaften,erwirtschaftet
262733,Danach,ADV,danach,Danach
262734,wird,AUX,werden,wird
262736,Entwicklungssystem,NOUN,System,Entwicklungssystem
262749,Wochen,NOUN,Woche,Wochen
262750,später,ADJ,spät,später
262755,Damit,ADV,damit,Damit
262756,verfehlt,VERB,verfehlen,verfehlt
262760,geplanten,ADJ,planen,geplanten
